ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1603_g_at	0.4231	0.18468879	1.475875	-5.39366	0.990757	PRKCI	protein kinase C iota
32948_at	0.4231	0.18470969	-1.475795	-5.39376	-1.585129	USH2A	usherin
33791_at	0.4231	0.18473576	-1.475694	-5.39389	-0.853823	DLEU1	deleted in lymphocytic leukemia 1
36978_at	0.4231	0.1847428	-1.475667	-5.39392	-0.536884	PSME4	proteasome activator subunit 4
31557_at	0.4231	0.18479469	1.475468	-5.39417	0.473666	TMSB4X	thymosin beta 4, X-linked
2087_s_at	0.4231	0.18480753	1.475419	-5.39423	1.24677	CDH11	cadherin 11
34745_at	0.4232	0.18488227	1.475132	-5.39458	0.604406	RAPGEF2	Rap guanine nucleotide exchange factor 2
370_at	0.4232	0.18492433	1.47497	-5.39478	0.769328	STK38	serine/threonine kinase 38
31475_at	0.4233	0.18500988	-1.474642	-5.39519	-1.183351	TNKS	tankyrase
38789_at	0.4233	0.18502265	-1.474593	-5.39525	-0.827077	TKT	transketolase
35367_at	0.4234	0.18511266	-1.474248	-5.39568	-0.513873	LGALS3	lectin, galactoside binding soluble 3
35908_at	0.4235	0.18521992	-1.473837	-5.39619	-0.631554	SOX30	SRY-box 30
31661_at	0.4235	0.18523146	-1.473792	-5.39624	-0.566284	RNF5	ring finger protein 5
35605_at	0.4237	0.18535969	-1.473301	-5.39685	-0.768331	ANGPTL7	angiopoietin like 7
1362_s_at	0.4237	0.18541419	-1.473092	-5.39711	-0.52432	RXRB	retinoid X receptor beta
38014_at	0.4237	0.18541629	1.473084	-5.39712	0.53642	ADAR	adenosine deaminase, RNA specific
31416_at	0.4241	0.18559676	1.472394	-5.39798	1.142497	MBTPS2	membrane bound transcription factor peptidase, site 2
40791_at	0.4241	0.18568789	1.472045	-5.39841	0.48434	POLR2A	RNA polymerase II subunit A
38815_at	0.4241	0.18571488	-1.471942	-5.39854	-0.5003	ARPC1A	actin related protein 2/3 complex subunit 1A
38144_at	0.4241	0.18576607	-1.471746	-5.39878	-1.365214	PDE12	phosphodiesterase 12
845_at	0.4241	0.18580362	-1.471603	-5.39896	-0.479998	STAT6	signal transducer and activator of transcription 6
41650_at	0.4241	0.18587275	-1.471339	-5.39929	-0.510608	CIAO1	cytosolic iron-sulfur assembly component 1
40736_at	0.4241	0.18587312	-1.471337	-5.39929	-0.903319	CDH17	cadherin 17
35612_at	0.4241	0.1859134	-1.471183	-5.39948	-0.698934	C10orf12	chromosome 10 open reading frame 12
1480_at	0.4241	0.18597878	-1.470934	-5.39979	-0.473458	HSPA4	heat shock protein family A (Hsp70) member 4
33847_s_at	0.4241	0.18599655	1.470866	-5.39987	0.714269	CDKN1B	cyclin dependent kinase inhibitor 1B
40636_at	0.4241	0.18603872	-1.470705	-5.40007	-0.629989	FLOT1	flotillin 1
34097_at	0.4241	0.18606776	-1.470594	-5.40021	-1.680199		
39136_at	0.4241	0.18609995	1.470471	-5.40036	0.457694	OXSR1	oxidative stress responsive 1
40960_at	0.4241	0.18610459	-1.470454	-5.40038	-0.526684	B4GALT1	beta-1,4-galactosyltransferase 1
32398_s_at	0.4241	0.18610738	-1.470443	-5.4004	-1.256411	LRP8	LDL receptor related protein 8
36893_at	0.4241	0.18615662	-1.470255	-5.40063	-1.016501	FDX1	ferredoxin 1
32464_at	0.4241	0.18618353	-1.470152	-5.40076	-0.670197	DEFB4B///DEFB4A	defensin beta 4B///defensin beta 4A
39157_at	0.4241	0.18623546	-1.469954	-5.401	-1.153677		
39534_at	0.4241	0.18626718	-1.469833	-5.40115	-0.821136	TSSK2	testis specific serine kinase 2
36942_at	0.4241	0.18629769	1.469717	-5.40129	0.500361	IST1	IST1, ESCRT-III associated factor
40393_at	0.4241	0.1863244	1.469615	-5.40142	1.291331	HOXA4	homeobox A4
652_g_at	0.4241	0.18633281	1.469583	-5.40146	1.641198	RPA3	replication protein A3
40099_at	0.4241	0.18636376	-1.469465	-5.40161	-0.473723	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2
32925_at	0.4241	0.18637541	-1.469421	-5.40166	-0.818698	MATN4	matrilin 4
36837_at	0.4241	0.18645677	-1.469111	-5.40205	-0.87291	KIF2C	kinesin family member 2C
32755_at	0.4241	0.18645707	1.46911	-5.40205	0.540981	ACTA2	actin, alpha 2, smooth muscle, aorta
32557_at	0.4241	0.18648222	-1.469014	-5.40217	-0.488749	U2AF2	U2 small nuclear RNA auxiliary factor 2
33072_at	0.4241	0.18649262	-1.468974	-5.40221	-0.848662	HCRTR2	hypocretin receptor 2
38611_at	0.4241	0.18653781	-1.468802	-5.40243	-1.217539	LIPC	lipase C, hepatic type
35334_at	0.4242	0.18663124	1.468446	-5.40287	1.230426	GYG2	glycogenin 2
626_s_at	0.4242	0.18666735	1.468309	-5.40304	0.82578	IFI35	interferon induced protein 35
41534_at	0.4245	0.18680254	-1.467795	-5.40367	-0.628634	PCDH7	protocadherin 7
36098_at	0.4246	0.18688822	1.467469	-5.40408	0.479305	SRSF1	serine and arginine rich splicing factor 1
31855_at	0.4246	0.1869499	-1.467235	-5.40437	-1.473066	SRPX	sushi repeat containing protein, X-linked
32132_at	0.4246	0.18698476	1.467102	-5.40453	0.932587	DZIP3	DAZ interacting zinc finger protein 3
37921_at	0.4246	0.18703454	-1.466913	-5.40477	-0.565418	NPTX1	neuronal pentraxin 1
37126_at	0.4246	0.18705561	1.466833	-5.40486	0.824801	TRIM21	tripartite motif containing 21
34425_at	0.4247	0.18712478	-1.46657	-5.40519	-0.531565	MR1	major histocompatibility complex, class I-related
35180_at	0.4248	0.18724044	1.466131	-5.40573	0.499069	LARP4	La ribonucleoprotein domain family member 4
1257_s_at	0.4248	0.18726888	-1.466023	-5.40587	-0.527485	QSOX1	quiescin sulfhydryl oxidase 1
31366_at	0.4248	0.18732402	-1.465814	-5.40612	-0.923502	NR2E3	nuclear receptor subfamily 2 group E member 3
1369_s_at	0.4248	0.18738534	-1.465582	-5.40641	-1.286323	CXCL8	C-X-C motif chemokine ligand 8
34114_at	0.4248	0.18743781	-1.465383	-5.40666	-1.410825	ANKRD34C	ankyrin repeat domain 34C
38028_at	0.4248	0.18744956	-1.465338	-5.40671	-0.831093	LMO3	LIM domain only 3
1858_at	0.4248	0.18749717	-1.465158	-5.40694	-1.516384	FASLG	Fas ligand
39357_at	0.4248	0.18759315	-1.464794	-5.40739	-0.499759	EMG1	EMG1, N1-specific pseudouridine methyltransferase
32551_at	0.4248	0.18764012	1.464616	-5.40761	0.711431	EFEMP1	EGF containing fibulin like extracellular matrix protein 1
34506_at	0.4248	0.18764172	-1.46461	-5.40761	-0.679139	ALAD	aminolevulinate dehydratase
36905_at	0.4248	0.18764881	1.464583	-5.40765	0.636879	MAP3K7	mitogen-activated protein kinase kinase kinase 7
37376_at	0.4248	0.18765523	-1.464559	-5.40768	-0.543832	UBXN1	UBX domain protein 1
38264_at	0.4248	0.18766052	1.464539	-5.4077	0.534641	RABIF	RAB interacting factor
977_s_at	0.4248	0.18766659	1.464516	-5.40773	0.820812	CDH1	cadherin 1
33745_at	0.4248	0.18771009	-1.464351	-5.40793	-0.730872	PHKG2	phosphorylase kinase catalytic subunit gamma 2
37507_i_at	0.4248	0.18771502	1.464332	-5.40796	1.117363	PRPF40A	pre-mRNA processing factor 40 homolog A
33771_at	0.4249	0.18777604	-1.464101	-5.40824	-1.125752	LRRC8B	leucine rich repeat containing 8 family member B
1907_at	0.4251	0.18798565	-1.463308	-5.40922	-1.072953	RBL1	RB transcriptional corepressor like 1
34396_at	0.4251	0.18799789	1.463262	-5.40928	0.445151	ASXL1	additional sex combs like 1, transcriptional regulator
1436_at	0.4251	0.18803106	-1.463137	-5.40943	-0.978217	CYP2D6	cytochrome P450 family 2 subfamily D member 6
39751_at	0.4251	0.18805893	-1.463031	-5.40956	-0.449741	ZDHHC3	zinc finger DHHC-type containing 3
31518_i_at	0.4251	0.1880696	-1.462991	-5.40961	-0.823202	BTF3P13	basic transcription factor 3 pseudogene 13
AFFX-YEL024w/RIP1_at	0.4251	0.18808125	-1.462947	-5.40967	-1.487287		
38893_at	0.4253	0.18817965	-1.462575	-5.41013	-0.703956	NCF4	neutrophil cytosolic factor 4
609_f_at	0.4255	0.18831999	-1.462045	-5.41078	-0.567317	MT1B	metallothionein 1B
41608_at	0.4258	0.18847576	-1.461457	-5.41151	-0.983606	CRHBP	corticotropin releasing hormone binding protein
41512_at	0.4258	0.18852587	1.461268	-5.41174	1.244949	BRAP	BRCA1 associated protein
34747_at	0.4258	0.18853004	-1.461253	-5.41176	-0.684393	MMP14	matrix metallopeptidase 14
615_s_at	0.4258	0.18858491	-1.461046	-5.41202	-0.804452	PTHLH	parathyroid hormone like hormone
40622_r_at	0.4259	0.18865792	1.46077	-5.41236	0.676391	UBE3B	ubiquitin protein ligase E3B
41188_at	0.4264	0.18892445	1.459767	-5.4136	0.440423	LAPTM4B	lysosomal protein transmembrane 4 beta
31580_at	0.4265	0.18899902	-1.459486	-5.41394	-1.205445		
41207_at	0.4267	0.18909355	1.45913	-5.41438	0.454236	C9orf3	chromosome 9 open reading frame 3
33228_g_at	0.4267	0.18915111	1.458914	-5.41465	0.579126	IL10RB	interleukin 10 receptor subunit beta
AFFX-hum_alu_at	0.4269	0.18929054	-1.45839	-5.41529	-2.334893		
32468_f_at	0.4269	0.18929275	1.458381	-5.4153	0.767265	CEACAM3	carcinoembryonic antigen related cell adhesion molecule 3
38835_at	0.4272	0.18944935	1.457793	-5.41603	0.557381	IPO4///TM9SF1	importin 4///transmembrane 9 superfamily member 1
38429_at	0.4272	0.18951803	-1.457535	-5.41635	-0.511355	FASN	fatty acid synthase
39312_r_at	0.4272	0.18956939	-1.457343	-5.41659	-1.530656		
35241_at	0.4272	0.18956974	1.457341	-5.41659	1.150753	ZNF518A	zinc finger protein 518A
40940_at	0.4275	0.18972082	-1.456775	-5.41729	-0.718019	VAPB	VAMP associated protein B and C
34931_at	0.4277	0.18983758	1.456337	-5.41783	0.612245	CPEB3	cytoplasmic polyadenylation element binding protein 3
32253_at	0.4277	0.18989358	1.456127	-5.41808	0.443446	RERE	arginine-glutamic acid dipeptide repeats
32115_r_at	0.4277	0.18994747	-1.455925	-5.41833	-0.561652	SPECC1L-ADORA2A///ADORA2A	SPECC1L-ADORA2A readthrough (NMD candidate)///adenosine A2a receptor
34185_at	0.4277	0.18998869	-1.455771	-5.41852	-0.521177	PCBP4	poly(rC) binding protein 4
38332_at	0.4277	0.19001075	1.455688	-5.41863	0.581322	P2RX4	purinergic receptor P2X 4
39633_at	0.4279	0.1901361	-1.455219	-5.4192	-0.674148	S100A3	S100 calcium binding protein A3
40336_at	0.4279	0.19015487	-1.455149	-5.41929	-0.467669	FDXR	ferredoxin reductase
41255_at	0.4279	0.19020809	-1.45495	-5.41954	-0.877254	ADAM22	ADAM metallopeptidase domain 22
37033_s_at	0.4279	0.19022213	-1.454897	-5.4196	-0.564335	GPX1	glutathione peroxidase 1
39607_at	0.4281	0.19036592	-1.454359	-5.42026	-0.643393	MTMR9	myotubularin related protein 9
36329_at	0.4281	0.19039913	-1.454235	-5.42042	-1.428414	SCGB2A2	secretoglobin family 2A member 2
33138_at	0.4281	0.19042334	-1.454145	-5.42053	-0.957726		
41595_at	0.4281	0.1904839	1.453918	-5.42081	0.43235	ICE1	interactor of little elongation complex ELL subunit 1
34945_at	0.4281	0.19057524	-1.453577	-5.42123	-1.07952	PLXDC1	plexin domain containing 1
36814_at	0.4281	0.1905771	1.45357	-5.42123	0.637427	KIAA1109	KIAA1109
31552_at	0.4281	0.19061832	-1.453416	-5.42142	-1.810735	LDLR	low density lipoprotein receptor
1191_s_at	0.4281	0.19063629	1.453349	-5.42151	0.502852	PSMD11	proteasome 26S subunit, non-ATPase 11
2028_s_at	0.4281	0.19065333	-1.453286	-5.42158	-0.657904	E2F1	E2F transcription factor 1
40228_at	0.4281	0.19069107	-1.453145	-5.42176	-0.593955	C21orf2	chromosome 21 open reading frame 2
34984_at	0.4281	0.19074882	-1.452929	-5.42202	-1.518743	TRPC3	transient receptor potential cation channel subfamily C member 3
41392_at	0.4281	0.19074992	-1.452925	-5.42203	-1.361565	NOP14-AS1	NOP14 antisense RNA 1
38500_at	0.4281	0.1907502	1.452924	-5.42203	0.660114	TMED7-TICAM2///TMED7	TMED7-TICAM2 readthrough///transmembrane p24 trafficking protein 7
38087_s_at	0.4281	0.1908347	-1.452609	-5.42242	-0.887671	S100A4	S100 calcium binding protein A4
33441_at	0.4281	0.19083719	1.4526	-5.42243	0.451972	TCTA	T-cell leukemia translocation altered
32194_at	0.4283	0.19094059	1.452214	-5.4229	0.538724	CEBPZ	CCAAT/enhancer binding protein zeta
33505_at	0.4284	0.19104973	-1.451807	-5.4234	-1.77795	RARRES1	retinoic acid receptor responder 1
39760_at	0.4284	0.19109413	1.451642	-5.42361	0.659547	QKI	QKI, KH domain containing RNA binding
39369_at	0.4284	0.19111526	1.451563	-5.4237	0.531291	MAN2B2	mannosidase alpha class 2B member 2
32325_at	0.4284	0.19114111	-1.451467	-5.42382	-1.150199		
37210_at	0.4288	0.19135538	-1.450669	-5.4248	-0.608034	INA	internexin neuronal intermediate filament protein alpha
41275_at	0.4288	0.19138686	1.450552	-5.42495	0.720506	E2F5	E2F transcription factor 5
34812_at	0.4288	0.19139426	-1.450524	-5.42498	-0.536806	GORASP1	golgi reassembly stacking protein 1
358_at	0.4289	0.19148586	-1.450184	-5.4254	-0.884983	P2RY10	purinergic receptor P2Y10
37920_at	0.4289	0.19151846	-1.450062	-5.42555	-0.901854	PITX1	paired like homeodomain 1
34714_at	0.429	0.19158976	1.449797	-5.42588	0.666951	SAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1
32450_at	0.4291	0.19176452	-1.449148	-5.42668	-1.053112	SCN7A	sodium voltage-gated channel alpha subunit 7
817_at	0.4291	0.19177252	-1.449118	-5.42671	-0.64307	YAF2	YY1 associated factor 2
41847_at	0.4291	0.19178467	-1.449073	-5.42677	-1.060785	FCMR	Fc fragment of IgM receptor
36545_s_at	0.4291	0.19188968	-1.448684	-5.42725	-0.467539	SFI1	SFI1 centrin binding protein
35336_at	0.4291	0.19189917	1.448648	-5.42729	0.462609	SUN2	Sad1 and UNC84 domain containing 2
41133_at	0.4291	0.19190246	1.448636	-5.4273	0.498142	G3BP1	G3BP stress granule assembly factor 1
32585_at	0.4291	0.19191915	-1.448574	-5.42738	-0.543432	EPB41L2	erythrocyte membrane protein band 4.1 like 2
328_at	0.4291	0.19195697	-1.448434	-5.42755	-1.166042	ZNF92	zinc finger protein 92
32382_at	0.4291	0.19196987	-1.448386	-5.42761	-1.139533	UPK1B	uroplakin 1B
38868_at	0.4291	0.19199487	-1.448293	-5.42773	-0.631149	FCAR	Fc fragment of IgA receptor
35648_at	0.4291	0.19201399	1.448222	-5.42781	1.155432	AUTS2	autism susceptibility candidate 2
33186_i_at	0.4294	0.19222882	1.447426	-5.42879	1.669729	WHAMMP2///WHAMMP3	WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 2///WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 3
41516_at	0.4294	0.19223192	1.447414	-5.42881	0.964497	YKT6	YKT6 v-SNARE homolog (S. cerevisiae)
37521_s_at	0.4296	0.19233932	-1.447016	-5.42929	-0.677101	ZNF330	zinc finger protein 330
41615_at	0.4304	0.19272839	1.445577	-5.43106	1.322782	CTAGE5	CTAGE family member 5, ER export factor
35332_at	0.4309	0.19297835	-1.444653	-5.4322	-0.731146	APOB	apolipoprotein B
34204_at	0.431	0.19307601	-1.444293	-5.43264	-1.182606		
36262_at	0.4311	0.19314424	1.444041	-5.43295	0.522426	GNS	glucosamine (N-acetyl)-6-sulfatase
1552_i_at	0.4311	0.19318944	-1.443874	-5.43315	-0.505476	CYP2A13	cytochrome P450 family 2 subfamily A member 13
37007_at	0.4312	0.19325336	1.443638	-5.43344	0.599451	SERINC3	serine incorporator 3
41248_at	0.4312	0.1933269	1.443367	-5.43378	1.122018	CSTF2T	cleavage stimulation factor subunit 2, tau variant
31510_s_at	0.4312	0.19334143	1.443314	-5.43384	0.611138	MIR4738///H3F3B///H3F3A	microRNA 4738///H3 histone, family 3B///H3 histone, family 3A
37167_at	0.4312	0.19334708	-1.443293	-5.43387	-0.896761	ATXN7	ataxin 7
37998_at	0.4315	0.19351014	-1.442692	-5.4346	-0.530142	SKIV2L	Ski2 like RNA helicase
31728_at	0.4317	0.19366435	-1.442124	-5.4353	-1.004483	HLA-DOA	major histocompatibility complex, class II, DO alpha
38547_at	0.4317	0.19369414	-1.442015	-5.43543	-1.096695	ITGAL	integrin subunit alpha L
40402_at	0.4326	0.19410562	-1.440502	-5.43729	-0.568525	SLC6A2	solute carrier family 6 member 2
31493_s_at	0.4327	0.19418711	-1.440203	-5.43766	-1.018495	GH1///CSHL1///CSH2///CSH1	growth hormone 1///chorionic somatomammotropin hormone like 1///chorionic somatomammotropin hormone 2///chorionic somatomammotropin hormone 1
35805_at	0.4327	0.19422969	1.440046	-5.43785	0.500218	GORASP2	golgi reassembly stacking protein 2
36840_at	0.4329	0.19436674	-1.439543	-5.43846	-0.472846	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11
1633_g_at	0.433	0.19443937	-1.439277	-5.43879	-0.464474	PIM2	Pim-2 proto-oncogene, serine/threonine kinase
494_at	0.4332	0.19454483	-1.43889	-5.43926	-1.205224	IL13	interleukin 13
39462_s_at	0.4334	0.19467258	-1.438422	-5.43984	-1.107687	CNNM2	cyclin and CBS domain divalent metal cation transport mediator 2
41639_at	0.4337	0.19492342	-1.437504	-5.44096	-1.1563	NCAPH	non-SMC condensin I complex subunit H
38942_r_at	0.4337	0.19497471	-1.437316	-5.44119	-0.820622	SPC25	SPC25, NDC80 kinetochore complex component
569_g_at	0.4337	0.194985	-1.437278	-5.44124	-0.732953	PRKACA	protein kinase cAMP-activated catalytic subunit alpha
39689_at	0.4337	0.19499769	-1.437232	-5.44129	-0.459647	CST3	cystatin C
41701_at	0.4337	0.19501761	-1.437159	-5.44138	-0.616869	C6	complement component 6
920_at	0.4337	0.1950281	-1.437121	-5.44143	-0.456407	NKTR	natural killer cell triggering receptor
41475_at	0.4341	0.19522879	1.436387	-5.44233	0.719292	NINJ1	ninjurin 1
37773_at	0.4342	0.19537562	-1.435851	-5.44299	-0.856454	RPGRIP1L	RPGRIP1 like
33336_at	0.4342	0.19540777	-1.435733	-5.44313	-1.043505	SLC4A1	solute carrier family 4 member 1 (Diego blood group)
37195_at	0.4342	0.19541302	-1.435714	-5.44315	-0.508744	CYP11A1	cytochrome P450 family 11 subfamily A member 1
41585_at	0.4343	0.19545506	-1.435561	-5.44334	-0.705186	SEL1L3	SEL1L family member 3
41104_at	0.4343	0.19552097	-1.43532	-5.44363	-1.187618	CXCL13	C-X-C motif chemokine ligand 13
33591_at	0.4345	0.19561908	-1.434962	-5.44407	-0.645658		
41050_at	0.4345	0.1956802	1.434739	-5.44435	1.190719	TAF5	TATA-box binding protein associated factor 5
41599_at	0.4346	0.19573715	1.434532	-5.4446	0.677463	GATA6	GATA binding protein 6
37728_r_at	0.4347	0.19584398	1.434142	-5.44508	0.897386	RCN2	reticulocalbin 2
41753_at	0.4347	0.19591692	1.433876	-5.4454	0.581025	ACTN4	actinin alpha 4
32213_at	0.4347	0.19592981	-1.43383	-5.44546	-0.74065	POP7	POP7 homolog, ribonuclease P/MRP subunit
34165_at	0.4347	0.19596904	-1.433687	-5.44563	-1.161084	NKX2-8	NK2 homeobox 8
635_s_at	0.4347	0.19599623	-1.433588	-5.44575	-0.49552	PPP2R5B	protein phosphatase 2 regulatory subunit B'beta
1225_g_at	0.4347	0.19600823	-1.433544	-5.44581	-0.613317	CDK16	cyclin dependent kinase 16
37068_at	0.4348	0.19609553	-1.433226	-5.4462	-1.300213	PLA2G7	phospholipase A2 group VII
33726_at	0.4349	0.19617195	-1.432948	-5.44654	-0.573941	POLR2D	RNA polymerase II subunit D
35157_at	0.4349	0.19617699	1.43293	-5.44656	0.77993	PEX12	peroxisomal biogenesis factor 12
36787_at	0.4349	0.19621659	-1.432786	-5.44673	-1.107706	GATA1	GATA binding protein 1
41129_at	0.4351	0.1963636	1.432251	-5.44739	0.531025	TMEM41B	transmembrane protein 41B
34140_at	0.4352	0.19643515	-1.431991	-5.4477	-1.214964	LINC00597	long intergenic non-protein coding RNA 597
32418_at	0.4352	0.19645486	-1.431919	-5.44779	-1.143143	PDE1C	phosphodiesterase 1C
40526_at	0.4352	0.19650501	-1.431737	-5.44801	-0.721494	DOT1L	DOT1 like histone lysine methyltransferase
37312_at	0.4352	0.19658878	1.431433	-5.44839	1.2322	SERTAD2	SERTA domain containing 2
38688_at	0.4352	0.19659162	1.431423	-5.4484	0.693734	POGZ	pogo transposable element with ZNF domain
40294_at	0.4352	0.19661887	-1.431324	-5.44852	-0.564191	ABCB9	ATP binding cassette subfamily B member 9
32915_at	0.4355	0.19678682	-1.430714	-5.44926	-0.648774	C15orf39	chromosome 15 open reading frame 39
41819_at	0.4355	0.19682746	-1.430567	-5.44944	-0.604584	FYB	FYN binding protein
33711_at	0.4359	0.19700807	-1.429912	-5.45024	-1.577059	POMC	proopiomelanocortin
34206_at	0.4361	0.19717463	-1.429308	-5.45098	-0.510845	ARAP1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1
39286_at	0.4361	0.19718809	-1.42926	-5.45104	-0.439353	TOB2	transducer of ERBB2, 2
33924_at	0.4363	0.19728821	1.428897	-5.45148	0.531629	DENND5A	DENN domain containing 5A
32818_at	0.4364	0.19740286	1.428482	-5.45199	0.514042	TNC	tenascin C
34858_at	0.4365	0.19746977	1.42824	-5.45228	0.967833	KCTD2	potassium channel tetramerization domain containing 2
32879_at	0.4366	0.19753073	-1.42802	-5.45255	-0.908188		
32184_at	0.4368	0.19766493	-1.427535	-5.45315	-0.443986	LMO2	LIM domain only 2
34956_at	0.4368	0.19770481	1.427391	-5.45332	1.227153	RUVBL1	RuvB like AAA ATPase 1
34353_at	0.4368	0.19773227	1.427292	-5.45344	1.115918	PDS5A	PDS5 cohesin associated factor A
34222_at	0.4368	0.19777205	-1.427148	-5.45362	-1.175969	BRINP2	BMP/retinoic acid inducible neural specific 2
535_s_at	0.4368	0.19782279	-1.426965	-5.45384	-1.167844	NFKB2	nuclear factor kappa B subunit 2
32858_at	0.4371	0.1979946	-1.426344	-5.4546	-0.436737	UBN1	ubinuclein 1
1999_s_at	0.4371	0.19799735	-1.426335	-5.45461	-0.547985	MAPK14	mitogen-activated protein kinase 14
39220_at	0.4372	0.19809765	-1.425973	-5.45505	-1.126661	SCGB1A1	secretoglobin family 1A member 1
37682_r_at	0.4372	0.19816997	-1.425712	-5.45537	-0.970997	SNHG4///MATR3	small nucleolar RNA host gene 4///matrin 3
40758_at	0.4372	0.19819418	1.425625	-5.45548	0.816668	MRPL58	mitochondrial ribosomal protein L58
32290_at	0.4372	0.19821446	1.425552	-5.45556	1.140124	SCAMP1	secretory carrier membrane protein 1
40324_r_at	0.4373	0.19831084	-1.425204	-5.45599	-0.716552	TOP3B	topoisomerase (DNA) III beta
2002_s_at	0.4373	0.19831873	-1.425176	-5.45602	-1.246038	BCL2A1	BCL2 related protein A1
39781_at	0.4375	0.19843805	-1.424746	-5.45655	-0.469947	IGFBP4	insulin like growth factor binding protein 4
1717_s_at	0.4375	0.19845727	1.424677	-5.45663	1.044092	BIRC3	baculoviral IAP repeat containing 3
